#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_002946.2	1072917	1073393	+	3282407	-	NGO1121	YP_208200.1	158	-	phage associated protein
chr	NC_002946.2	1073390	1073665	+	3282265	-	NGO1122	YP_208201.1	91	-	phage associated protein
chr	NC_002946.2	1073806	1074138	+	3282254	-	NGO1123	YP_208202.1	110	-	phage associated protein
chr	NC_002946.2	1074564	1074725	+	3282147	-	NGO1125	YP_208204.1	53	-	phage associated protein
chr	NC_002946.2	1074794	1075480	+	3282194	-	NGO1126	YP_208205.1	228	-	phage associated protein
chr	NC_002946.2	1075620	1075802	+	3282431	-	NGO1127	YP_208206.1	60	-	phage associated protein
chr	NC_002946.2	1075799	1076290	+	3281905	-	NGO1128	YP_208207.1	163	-	phage associated protein
chr	NC_002946.2	1076342	1076557	+	3281856	-	NGO1129	YP_208208.1	71	-	phage associated protein
chr	NC_002946.2	1076668	1077651	+	3282225	-	NGO1130	YP_208209.1	327	-	phage associated protein
chr	NC_002946.2	1077648	1078061	+	3282195	-	NGO1131	YP_208210.1	137	-	phage associated protein
chr	NC_002946.2	1078087	1078281	+	3282232	-	NGO1132	YP_208211.1	64	-	phage associated protein
chr	NC_002946.2	1078572	1079246	+	3282248	-	NGO1133	YP_208212.1	224	-	hypothetical protein NGO1133
chr	NC_002946.2	1079239	1079832	+	3282140	ribA	NGO1134	YP_208213.1	197	-	GTP cyclohydrolase II
chr	NC_002946.2	1080185	1081147	+	3282236	-	NGO1137	YP_208216.1	320	-	transposase IS116/IS110/IS902 family protein
chr	NC_002946.2	1082262	1083347	-	3282234	-	NGO1138	YP_208217.1	361	-	phage associated protein
chr	NC_002946.2	1083352	1083648	-	3282538	-	NGO1139	YP_208218.1	98	-	phage associated protein
chr	NC_002946.2	1083649	1085172	-	3282213	-	NGO1140	YP_208219.1	507	-	virulence protein TspB
chr	NC_002946.2	1085156	1085488	-	3282198	-	NGO1141	YP_208220.1	110	-	phage associated protein
chr	NC_002946.2	1085601	1085879	-	3282237	-	NGO1142	YP_208221.1	92	-	phage associated protein
chr	NC_002946.2	1085886	1086104	-	3282215	-	NGO1143	YP_208222.1	72	-	phage associated protein
chr	NC_002946.2	1086190	1086393	-	3282221	-	NGO1144	YP_208223.1	67	-	phage associated protein
chr	NC_002946.2	1086407	1086718	-	3282134	-	NGO1145	YP_208224.1	103	-	phage associated protein
chr	NC_002946.2	1086789	1088060	-	3282144	-	NGO1146	YP_208225.1	423	-	phage replication protein
chr	NC_002946.2	1088047	1088271	-	3282143	-	NGO1147	YP_208226.1	74	-	hypothetical protein NGO1147
chr	NC_002946.2	1088667	1088873	-	3282313	-	NGO1148	YP_208227.1	68	-	hypothetical protein NGO1148
chr	NC_002946.2	1088968	1090128	-	3282146	-	NGO1149	YP_208228.1	386	-	O-succinylhomoserine sulfhydrolase
chr	NC_002946.2	1090274	1091044	-	3282159	-	NGO1150	YP_208229.1	256	-	hypothetical protein NGO1150
chr	NC_002946.2	1091146	1091397	+	3282163	-	NGO1151	YP_208230.1	83	-	hypothetical protein NGO1151
chr	NC_002946.2	1091449	1092255	+	3282217	-	NGO1152	YP_208231.1	268	-	amino acid ABC transporter substrate-binding protein
chr	NC_002946.2	1094183	1095595	+	3282230	trkA	NGO1154	YP_208232.1	470	-	potassium transporter peripheral membrane protein
chr	NC_002946.2	1096079	1096537	-	3282168	-	NGO1155	YP_208233.1	152	-	hypothetical protein NGO1155
chr	NC_002946.2	1096627	1097481	-	3282207	-	NGO1156	YP_208234.1	284	-	hypothetical protein NGO1156
chr	NC_002946.2	1097814	1098467	+	3282205	-	NGO1157	YP_208235.1	217	-	IS1016 transposase
chr	NC_002946.2	1098435	1099703	-	3282228	-	NGO1158	YP_208236.1	422	-	hypothetical protein NGO1158
chr	NC_002946.2	1100403	1101209	+	3282238	-	NGO1160	YP_208238.1	268	-	phosphomethylpyrimidine kinase
chr	NC_002946.2	1101267	1102136	-	3281908	-	NGO1161	YP_208239.1	289	-	tellurite resistance protein TehB
chr	NC_002946.2	1102249	1102686	+	3282266	rnhA	NGO1162	YP_208240.1	145	-	ribonuclease H
chr	NC_002946.2	1103017	1103979	-	3281824	-	NGO1164	YP_208242.1	320	-	transposase
chr	NC_002946.2	1104972	1106057	-	3281958	-	NGO1165	YP_208243.1	361	-	phage associated protein
chr	NC_002946.2	1106062	1106358	-	3281900	-	NGO1166	YP_208244.1	98	-	phage associated protein
chr	NC_002946.2	1106359	1107939	-	3281926	-	NGO1167	YP_208245.1	526	-	virulence factor TspB
chr	NC_002946.2	1108606	1108890	-	3281949	-	NGO1168	YP_208246.1	94	-	phage associated protein
chr	NC_002946.2	1108898	1109095	-	3281939	-	NGO1169	YP_208247.1	65	-	phage associated protein
chr	NC_002946.2	1109100	1109444	-	3281837	-	NGO1170	YP_208248.1	114	-	phage associated protein
chr	NC_002946.2	1110897	1111319	-	3281942	-	NGO1173	YP_208249.1	140	-	DNA mismatch endonuclease
chr	NC_002946.2	1114327	1114473	+	3281940	-	NGO1176	YP_208250.1	48	-	hypothetical protein NGO1176
chr	NC_002946.2	1114850	1115299	-	3281950	-	NGO1177	YP_208251.1	149	-	Tfp pilus assembly protein PilE
chr	NC_002946.2	1115387	1115686	-	3281994	-	NGO1178	YP_208252.1	99	-	competence protein ComE1
chr	NC_002946.2	1123800	1124138	-	3281822	-	NGO1182	YP_208254.1	112	-	nitrogen regulatory protein P-II
chr	NC_002946.2	1124290	1128246	+	3281977	-	NGO1183	YP_208255.1	1318	-	phosphoribosylformylglycinamidine synthase
chr	NC_002946.2	1129602	1129913	-	3281880	-	NGO1185	YP_208257.1	103	-	ArsR family transcriptional regulator
chr	NC_002946.2	1130145	1130897	+	3281978	-	NGO1187	YP_208259.1	250	-	hydroxyacylglutathione hydrolas
chr	NC_002946.2	1131131	1132585	+	3281981	-	NGO1188	YP_208260.1	484	-	magnesium transporter
chr	NC_002946.2	1132671	1133579	-	3281975	hslO	NGO1189	YP_208261.1	302	-	Hsp33-like chaperonin
chr	NC_002946.2	1133860	1134492	+	3282026	-	NGO1190	YP_208262.1	210	-	membrane protein
chr	NC_002946.2	1134511	1134729	+	3282036	-	NGO1191	YP_208263.1	72	-	hypothetical protein NGO1191
chr	NC_002946.2	1134874	1135218	+	3281957	-	NGO1192	YP_208264.1	114	-	murein hydrolase transporter LrgA
chr	NC_002946.2	1135218	1135910	+	3282031	-	NGO1193	YP_208265.1	230	-	murein hydrolase transporter LrgB
chr	NC_002946.2	1135977	1137197	+	3282038	argJ	NGO1194	YP_208266.1	406	-	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
chr	NC_002946.2	1137257	1138666	+	3282040	-	NGO1195	YP_208267.1	469	-	chloride channel protein EriC
chr	NC_002946.2	1138854	1140245	+	3282035	-	NGO1196	YP_208268.1	463	-	ATP-dependent DNA helicase-like protein
chr	NC_002946.2	1140196	1141815	+	3281976	-	NGO1197	YP_208269.1	539	-	hypothetical protein NGO1197
chr	NC_002946.2	1142045	1143619	+	3281951	-	NGO1198	YP_208270.1	524	-	hypothetical protein NGO1198
chr	NC_002946.2	1143685	1146915	+	3281887	-	NGO1199	YP_208271.1	1076	-	ATP dependent DNA helicase
chr	NC_002946.2	1147035	1147997	-	3281830	-	NGO1200	YP_208272.1	320	-	transposase
chr	NC_002946.2	1148343	1148453	-	3281963	-	NGO1201	YP_208273.1	36	-	hypothetical protein NGO1201
chr	NC_002946.2	1149327	1150355	-	3281967	trpD	NGO1203	YP_208274.1	342	-	anthranilate phosphoribosyltransferase
chr	NC_002946.2	1150419	1151009	-	3281971	-	NGO1204	YP_208275.1	196	-	anthranilate synthase component II
chr	NC_002946.2	1151402	1153696	+	3282028	-	NGO1205	YP_208276.1	764	-	TonB-dependent receptor protein
chr	NC_002946.2	1154088	1154867	-	3281969	-	NGO1206	YP_208277.1	259	-	phosphatidylserine decarboxylase
chr	NC_002946.2	1155021	1157870	+	3282862	uvrA	NGO1207	YP_208278.1	949	-	excinuclease ABC subunit A
chr	NC_002946.2	1157888	1158529	+	3281869	-	NGO1208	YP_208279.1	213	-	restriction endonuclease
chr	NC_002946.2	1158533	1159666	+	3281877	-	NGO1209	YP_208280.1	377	-	DNA cytosine methyltransferase
chr	NC_002946.2	1160159	1160812	-	3281917	-	NGO1211	YP_208282.1	217	-	IS1016 transposase
chr	NC_002946.2	1160954	1162588	-	3281956	pyrG	NGO1212	YP_208283.1	544	-	CTP synthetase
chr	NC_002946.2	1162700	1164370	-	3281827	-	NGO1213	YP_208284.1	556	-	long-chain-fatty-acid--CoA-ligase
chr	NC_002946.2	1164441	1165592	-	3281906	mnmA	NGO1214	YP_208285.1	383	-	tRNA-specific 2-thiouridylase MnmA
chr	NC_002946.2	1165669	1166142	-	3281873	-	NGO1215	YP_208286.1	157	-	hypothetical protein NGO1215
chr	NC_002946.2	1166274	1166657	-	3281842	-	NGO1216	YP_208287.1	127	-	diacylglycerol kinase
chr	NC_002946.2	1166816	1167775	-	3281935	-	NGO1217	YP_208288.1	319	-	glutathione synthetase
chr	NC_002946.2	1167864	1169585	-	3281964	-	NGO1218	YP_208289.1	573	-	glutaminyl-tRNA synthetase
chr	NC_002946.2	1169664	1170437	-	3281982	-	NGO1219	YP_208290.1	257	-	DeoR family transcriptional regulator
chr	NC_002946.2	1170480	1171382	-	3281998	-	NGO1220	YP_208291.1	300	-	membrane protein
chr	NC_002946.2	1171531	1172247	-	3281966	-	NGO1221	YP_208292.1	238	-	GntR family transcriptional regulator
chr	NC_002946.2	1172769	1173119	-	3281999	-	NGO1222	YP_208293.1	116	-	hypothetical protein NGO1222
chr	NC_002946.2	1173309	1173980	-	3281863	-	NGO1223	YP_208294.1	223	-	membrane protein
chr	NC_002946.2	1173996	1174622	-	3281934	-	NGO1224	YP_208295.1	208	-	phosphoribosylglycinamidetransformylase
chr	NC_002946.2	1174729	1175547	-	3281825	-	NGO1225	YP_208296.1	272	-	peptidyl-prolylisomerase
chr	NC_002946.2	1175807	1176247	-	3282151	-	NGO1226	YP_208297.1	146	-	DNA polymerase III subunit chi
chr	NC_002946.2	1176310	1177716	-	3282045	-	NGO1227	YP_208298.1	468	-	AmpA
chr	NC_002946.2	1177890	1179005	+	3281847	-	NGO1228	YP_208299.1	371	-	permease
chr	NC_002946.2	1179002	1180072	+	3282044	-	NGO1229	YP_208300.1	356	-	permease
chr	NC_002946.2	1180387	1182972	+	3282479	-	NGO1231	YP_208302.1	861	-	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase
chr	NC_002946.2	1183114	1184109	+	3282465	-	NGO1232	YP_208303.1	331	-	ornithine carbamoyltransferase
chr	NC_002946.2	1184228	1185241	-	3282497	-	NGO1233	YP_208304.1	337	-	ketol-acid reductoisomerase
chr	NC_002946.2	1185321	1185614	-	3281870	-	NGO1234	YP_208305.1	97	-	hypothetical protein NGO1234
chr	NC_002946.2	1185681	1186172	-	3282490	ilvH	NGO1235	YP_208306.1	163	-	acetolactate synthase 3 regulatory subunit
chr	NC_002946.2	1186183	1187910	-	3282600	-	NGO1236	YP_208307.1	575	-	acetolactate synthase 3 large subunit
chr	NC_002946.2	1188975	1189628	+	3282589	-	NGO1237	YP_208308.1	217	-	hypothetical protein NGO1237
chr	NC_002946.2	1189707	1190372	+	3282595	hisG	NGO1238	YP_208309.1	221	-	ATP phosphoribosyltransferase
chr	NC_002946.2	1190464	1191351	+	3282481	-	NGO1239	YP_208310.1	295	-	hypothetical protein NGO1239
chr	NC_002946.2	1191348	1192637	+	3282462	hisD	NGO1240	YP_208311.1	429	-	histidinol dehydrogenase
chr	NC_002946.2	1192683	1193762	+	3281832	-	NGO1241	YP_208312.1	359	-	histidinol-phosphate aminotransferase
chr	NC_002946.2	1193956	1194690	+	3281972	hisB	NGO1242	YP_208313.1	244	-	imidazoleglycerol-phosphate dehydratase
chr	NC_002946.2	1194766	1195635	+	3282154	-	NGO1243	YP_208314.1	289	-	3-hydroxyacid dehydrogenase
chr	NC_002946.2	1195870	1196301	+	3282613	-	NGO1244	YP_208315.1	143	-	MarR family transcriptional regulator
chr	NC_002946.2	1196312	1197178	+	3282602	-	NGO1245	YP_208316.1	288	-	membrane protein
chr	NC_002946.2	1197229	1198281	-	3282608	-	NGO1246	YP_208317.1	350	-	protease
chr	NC_002946.2	1199032	1199595	-	3282598	-	NGO1247	YP_208318.1	187	-	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
chr	NC_002946.2	1199701	1200123	-	3281833	-	NGO1248	YP_208319.1	140	-	hypothetical protein NGO1248
chr	NC_002946.2	1200302	1200637	-	3282483	-	NGO1249	YP_208320.1	111	-	hypothetical protein NGO1249
chr	NC_002946.2	1201722	1202300	-	3282597	-	NGO1251	YP_208322.1	192	-	hypothetical protein NGO1251
chr	NC_002946.2	1202358	1203260	+	3281854	-	NGO1252	YP_208323.1	300	-	membrane protein
chr	NC_002946.2	1203301	1204431	-	3281807	-	NGO1253	YP_208324.1	376	-	polyamine ABC transporter substrate-binding protein
chr	NC_002946.2	1204635	1207259	+	3281829	alaS	NGO1254	YP_208325.1	874	-	alanyl-tRNA synthetase
chr	NC_002946.2	1208062	1208715	+	3281786	-	NGO1256	YP_208327.1	217	-	IS1016 transposase
chr	NC_002946.2	1209532	1209675	-	3281839	-	NGO1257	YP_208328.1	47	-	hypothetical protein NGO1257
chr	NC_002946.2	1209692	1210375	-	3282177	gpmA	NGO1258	YP_208329.1	227	-	phosphoglyceromutase
chr	NC_002946.2	1210524	1212827	+	3281849	-	NGO1259	YP_208330.1	767	-	DNA topoisomerase IV subunit A
chr	NC_002946.2	1212847	1214571	+	3282591	-	NGO1260	YP_208331.1	574	-	hypothetical protein NGO1260
chr	NC_002946.2	1214671	1215423	+	3282590	-	NGO1261	YP_208332.1	250	-	rRNA small subunit methyltransferase J
chr	NC_002946.2	1215967	1216929	-	3281859	-	NGO1262	YP_208333.1	320	-	transposase
chr	NC_002946.2	1217922	1219007	-	3281840	-	NGO1263	YP_208334.1	361	-	phage associated protein
chr	NC_002946.2	1219017	1219307	-	3281885	-	NGO1264	YP_208335.1	96	-	phage associated protein
chr	NC_002946.2	1219308	1220831	-	3282070	-	NGO1265	YP_208336.1	507	-	virulence factor proteinTspB
chr	NC_002946.2	1220815	1221147	-	3281801	-	NGO1266	YP_208337.1	110	-	phage associated protein
chr	NC_002946.2	1221260	1221538	-	3282066	-	NGO1267	YP_208338.1	92	-	phage associated protein
chr	NC_002946.2	1221545	1221829	-	3282067	-	NGO1268	YP_208339.1	94	-	phage associated protein
chr	NC_002946.2	1221837	1222034	-	3282172	-	NGO1269	YP_208340.1	65	-	phage associated protein
chr	NC_002946.2	1222039	1222383	-	3282173	-	NGO1270	YP_208341.1	114	-	phage associated protein
chr	NC_002946.2	1224369	1224773	+	3282068	-	NGO1273	YP_208342.1	134	-	hypothetical protein NGO1273
chr	NC_002946.2	1224813	1225994	+	3282079	-	NGO1274	YP_208343.1	393	-	hypothetical protein NGO1274
chr	NC_002946.2	1226096	1228207	-	3282085	-	NGO1275	YP_208344.1	703	-	nitric oxide reductase large subunit
chr	NC_002946.2	1228725	1229903	+	3282097	-	NGO1276	YP_208345.1	392	-	nitrite reductase
chr	NC_002946.2	1230081	1230836	+	3282088	-	NGO1277	YP_208346.1	251	-	hypothetical protein NGO1277
chr	NC_002946.2	1231620	1232324	+	19593003	-	NGO1277a	YP_008914854.1	234	-	opacity protein
chr	NC_002946.2	1232381	1232938	-	3282089	-	NGO1279	YP_208347.1	185	-	nitroreductase
chr	NC_002946.2	1234709	1235023	-	3282087	-	NGO1282	YP_208348.1	104	-	hypothetical protein NGO1282
chr	NC_002946.2	1235044	1236150	-	3282008	-	NGO1283	YP_208349.1	368	-	phosphoserine aminotransferase
chr	NC_002946.2	1236499	1236948	+	3282099	-	NGO1284	YP_208350.1	149	-	ribosome maturation protein RimP
chr	NC_002946.2	1236976	1238478	+	3282105	nusA	NGO1285	YP_208351.2	500	-	transcription elongation factor NusA
chr	NC_002946.2	1238490	1241321	+	3282010	infB	NGO1286	YP_208352.1	943	-	translation initiation factor IF-2
chr	NC_002946.2	1241481	1242821	-	3282080	-	NGO1287	YP_208353.1	446	-	hypothetical protein NGO1287
chr	NC_002946.2	1242895	1244235	-	3282082	-	NGO1288	YP_208354.1	446	-	membrane protein
chr	NC_002946.2	1244378	1245004	+	3282093	-	NGO1289	YP_208355.1	208	-	hemolysin III family channel protein
chr	NC_002946.2	1245069	1246487	-	3282100	-	NGO1290	YP_208356.1	472	-	alanine glycine permease
chr	NC_002946.2	1246814	1247542	+	3282078	-	NGO1291	YP_208357.1	242	-	hypothetical protein NGO1291
chr	NC_002946.2	1247601	1248089	-	3282107	-	NGO1292	YP_208358.1	162	-	disulfide bond formation protein
chr	NC_002946.2	1249111	1249575	-	3282118	-	NGO1294	YP_208360.1	154	-	AsnC family transcriptional regulator
chr	NC_002946.2	1249797	1250855	+	3281857	-	NGO1295	YP_208361.1	352	-	alanine racemase
chr	NC_002946.2	1251397	1252752	-	3282113	-	NGO1297	YP_208363.1	451	-	hypothetical protein NGO1297
chr	NC_002946.2	1252767	1253039	-	3282120	-	NGO1298	YP_208364.1	90	-	hypothetical protein NGO1298
chr	NC_002946.2	1253164	1253901	-	3281919	-	NGO1299	YP_208365.1	245	-	hypothetical protein NGO1299
chr	NC_002946.2	1254039	1254950	-	3281814	-	NGO1300	YP_208366.1	303	-	50S ribosomal protein L3 glutamine methyltransferase
chr	NC_002946.2	1255045	1255755	+	3281813	-	NGO1301	YP_208367.1	236	-	hypothetical protein NGO1301
chr	NC_002946.2	1255895	1256548	+	3281897	-	NGO1302	YP_208368.1	217	-	IS1016 transposase
chr	NC_002946.2	1257496	1257789	-	3282102	-	NGO1304	YP_208369.1	97	-	DNA-binding competence protein ComE
chr	NC_002946.2	1263920	1265104	+	3281866	-	NGO1307	YP_208371.1	394	-	flavoprotein
chr	NC_002946.2	1265171	1267327	-	3281878	-	NGO1308	YP_208372.1	718	-	guanosine-3\',5\'-bis(diphosphate) 3\'-pyrophosphohydrolase
chr	NC_002946.2	1267420	1267626	-	3281864	-	NGO1309	YP_208373.1	68	-	DNA-directed RNA polymerase subunit omega
chr	NC_002946.2	1267684	1268301	-	3281823	gmk	NGO1310	YP_208374.1	205	-	guanylate kinase
chr	NC_002946.2	1268429	1269028	+	3281884	-	NGO1311	YP_208375.1	199	-	adenine phosphoribosyltransferase
chr	NC_002946.2	1269074	1269883	-	3281860	-	NGO1312	YP_208376.1	269	-	hydrolase
chr	NC_002946.2	1269916	1270026	+	3281820	-	NGO1313	YP_208377.1	36	-	hypothetical protein NGO1313
chr	NC_002946.2	1270187	1271542	+	3281920	-	NGO1314	YP_208378.1	451	-	protease
chr	NC_002946.2	1271673	1272146	+	3281855	-	NGO1315	YP_208379.1	157	-	hypothetical protein NGO1315
chr	NC_002946.2	1274941	1275594	+	3281895	-	NGO1317	YP_208380.1	217	-	IS1016 transposase
chr	NC_002946.2	1275619	1276311	-	3281918	-	NGO1318	YP_208381.1	230	-	heme oxygenase
chr	NC_002946.2	1276589	1277893	+	3281916	-	NGO1319	YP_208382.1	434	-	paraquot-inducible protein A
chr	NC_002946.2	1277886	1279547	+	3281932	-	NGO1320	YP_208383.1	553	-	paraquat-inducible protein B
chr	NC_002946.2	1279547	1280065	+	3281817	-	NGO1321	YP_208384.1	172	-	hypothetical protein NGO1321
chr	NC_002946.2	1280069	1280620	+	3281890	-	NGO1322	YP_208385.1	183	-	DNA-3-methyladenineglycosylase I
chr	NC_002946.2	1280610	1281251	+	3281844	-	NGO1323	YP_208386.1	213	-	GDSL family lipase
chr	NC_002946.2	1281422	1281781	+	3281883	-	NGO1324	YP_208387.1	119	-	membrane protein
chr	NC_002946.2	1281812	1284664	+	3281818	-	NGO1325	YP_208388.1	950	-	glycine dehydrogenase
chr	NC_002946.2	1285805	1285942	+	3281931	-	NGO1327	YP_208389.1	45	-	hypothetical protein NGO1327
chr	NC_002946.2	1286026	1286865	-	3281927	-	NGO1328	YP_208390.1	279	-	cytochrome
chr	NC_002946.2	1287290	1288483	-	3282024	-	NGO1329	YP_208391.1	397	-	aromatic amino acid aminotransferase
chr	NC_002946.2	1288503	1289591	-	3282042	-	NGO1330	YP_208392.1	362	-	tRNA (uracil-5-)-methyltransferase
chr	NC_002946.2	1289738	1290838	+	3282016	-	NGO1331	YP_208393.1	366	-	chorismate synthase
chr	NC_002946.2	1290929	1291354	+	3282043	-	NGO1332	YP_208394.1	141	-	hypothetical protein NGO1332
chr	NC_002946.2	1291428	1293413	-	3282022	-	NGO1333	YP_208395.1	661	-	DNA topoisomerase IV subunit B
chr	NC_002946.2	1293480	1294088	-	3282046	-	NGO1334	YP_208396.1	202	-	dinucleoside polyphosphate hydrolase
chr	NC_002946.2	1294170	1295465	+	3282013	-	NGO1335	YP_208397.1	431	-	seryl-tRNA synthetase
chr	NC_002946.2	1295538	1296536	-	3282039	-	NGO1336	YP_208398.1	332	-	D-lactate dehydrogenase
chr	NC_002946.2	1296661	1297737	-	3282034	prfA	NGO1337	YP_208399.1	358	-	peptide chain release factor 1
chr	NC_002946.2	1297827	1298597	-	3281928	-	NGO1338	YP_208400.1	256	-	hydrolase
chr	NC_002946.2	1298600	1299592	-	3281930	-	NGO1339	YP_208401.1	330	-	L-asparaginase
chr	NC_002946.2	1299659	1300342	-	3282064	-	NGO1340	YP_208402.1	227	-	membrane protein
chr	NC_002946.2	1300531	1301868	-	3282056	glmM	NGO1341	YP_208403.1	445	-	phosphoglucosamine mutase
chr	NC_002946.2	1301995	1302849	-	3282050	-	NGO1342	YP_208404.1	284	-	dihydropteroate synthase
chr	NC_002946.2	1302989	1303882	-	3282054	-	NGO1343	YP_208405.1	297	-	hypothetical protein NGO1343
chr	NC_002946.2	1303973	1306075	+	3282014	-	NGO1344	YP_208406.1	700	-	AsmA family protein
chr	NC_002946.2	1306139	1307617	-	3282543	-	NGO1345	YP_208407.1	492	-	UbiD family decarboxylase
chr	NC_002946.2	1307637	1308152	-	3282513	-	NGO1346	YP_208408.1	171	-	hypothetical protein NGO1346
chr	NC_002946.2	1308159	1308500	-	3282271	-	NGO1347	YP_208409.1	113	-	membrane protein
chr	NC_002946.2	1312530	1313294	+	3282492	-	NGO1353	YP_208414.1	254	-	beta-1,4-glucosyltransferase
chr	NC_002946.2	1313295	1314359	+	3282072	-	NGO1354	YP_208415.1	354	-	RfaK
chr	NC_002946.2	1314593	1315930	+	3282052	-	NGO1355	YP_208416.1	445	-	sodium dependent ion transport protein
chr	NC_002946.2	1317126	1317920	-	3282062	thyA	NGO1357	YP_208417.1	264	-	thymidylate synthase
chr	NC_002946.2	1318344	1319678	+	3282370	-	NGO1358	YP_208418.1	444	-	glutamate dehydrogenase
chr	NC_002946.2	1319675	1319929	-	3282522	-	NGO1359	YP_208419.1	84	-	hypothetical protein NGO1359
chr	NC_002946.2	1319917	1320696	-	3282241	-	NGO1360	YP_208420.1	259	-	GntR family transcriptional regulator
chr	NC_002946.2	1321289	1321438	+	3282437	-	NGO1362	YP_208422.1	49	-	hypothetical protein NGO1362
chr	NC_002946.2	1321639	1323042	-	3282457	-	NGO1363	YP_208423.1	467	-	multidrug transporter
chr	NC_002946.2	1323095	1326298	-	3282529	-	NGO1364	YP_208424.1	1067	-	cation/multidrug efflux protein
chr	NC_002946.2	1326310	1327548	-	3282559	-	NGO1365	YP_208425.1	412	-	cation/multidrug efflux protein
chr	NC_002946.2	1327798	1328430	+	3281546	-	NGO1366	YP_208426.1	210	-	HTH-type transcriptional regulator MtrR
chr	NC_002946.2	1328523	1328780	-	3281677	-	NGO1367	YP_208427.1	85	-	hypothetical protein NGO1367
chr	NC_002946.2	1329067	1330635	+	3281186	-	NGO1368	YP_208428.1	522	-	aminobenzoyl-glutamate transporter
chr	NC_002946.2	1330703	1333909	-	3282239	-	NGO1369	YP_208429.1	1068	-	exodeoxyribonuclease V subunit gamma
chr	NC_002946.2	1334010	1335419	-	3281374	-	NGO1370	YP_208430.1	469	-	membrane protein
chr	NC_002946.2	1335763	1337082	-	3282544	-	NGO1371	YP_208431.1	439	-	cbb3-type cytochrome c oxidase subunit III
chr	NC_002946.2	1337106	1337276	-	3282495	-	NGO1372	YP_208432.1	56	-	cbb3-type cytochrome c oxidase subunit IV
chr	NC_002946.2	1337281	1337892	-	3282491	-	NGO1373	YP_208433.1	203	-	cbb3-type cytochrome c oxidase subunit II
chr	NC_002946.2	1337919	1339364	-	3281484	-	NGO1374	YP_208434.1	481	-	cbb3-type cytochrome c oxidase subunit I
chr	NC_002946.2	1339678	1341426	+	3281495	-	NGO1375	YP_208435.1	582	-	peptidase
chr	NC_002946.2	1341452	1341919	+	3281771	-	NGO1376	YP_208436.1	155	-	hypothetical protein NGO1376
chr	NC_002946.2	1342420	1342854	-	3281762	-	NGO1377	YP_208437.1	144	-	biopolymer transporter ExbD
chr	NC_002946.2	1342857	1343567	-	3281357	-	NGO1378	YP_208438.1	236	-	biopolymer transporter ExbB
chr	NC_002946.2	1343585	1344436	-	3281642	-	NGO1379	YP_208439.1	283	-	hypothetical protein NGO1379
chr	NC_002946.2	1344692	1345330	+	3281799	-	NGO1380	YP_208440.1	212	-	peptidase
chr	NC_002946.2	1345402	1346043	-	3281769	-	NGO1381	YP_208441.1	213	-	glutaredoxin
chr	NC_002946.2	1346186	1348399	+	3281790	-	NGO1382	YP_208442.1	737	-	GTP pyrophosphokinase
chr	NC_002946.2	1348463	1348840	-	3281773	-	NGO1383	YP_208443.1	125	-	hypothetical protein NGO1383
chr	NC_002946.2	1348909	1349394	-	3281386	-	NGO1384	YP_208444.1	161	-	hypothetical protein NGO1384
chr	NC_002946.2	1349345	1349974	-	3281317	-	NGO1385	YP_208445.1	209	-	HINT domain-containing protein
chr	NC_002946.2	1350123	1350353	-	22847892	-	NGO1386a	YP_009115484.1	76	-	hypothetical protein NGO1386a
chr	NC_002946.2	1350801	1351505	-	3281277	-	NGO1386	YP_208446.1	234	-	HINT domain-containing protein
chr	NC_002946.2	1351641	1352183	-	3281204	-	NGO1387	YP_208447.1	180	-	hypothetical protein NGO1387
chr	NC_002946.2	1352310	1352537	-	3281756	-	NGO1388	YP_208448.1	75	-	hypothetical protein NGO1388
chr	NC_002946.2	1352596	1352919	-	3281152	-	NGO1389	YP_208449.1	107	-	hypothetical protein NGO1389
chr	NC_002946.2	1352909	1353262	-	3281310	-	NGO1390	YP_208450.1	117	-	hypothetical protein NGO1390
chr	NC_002946.2	1353559	1354107	-	3281298	-	NGO1391	YP_208451.1	182	-	hypothetical protein NGO1391
chr	NC_002946.2	1354097	1355914	-	3281322	-	NGO1392	YP_208452.1	605	-	hypothetical protein NGO1392
chr	NC_002946.2	1355918	1356859	-	3281326	-	NGO1393	YP_208453.1	313	-	hypothetical protein NGO1393
chr	NC_002946.2	1356999	1357652	-	3281287	-	NGO1394	YP_208454.1	217	-	hypothetical protein NGO1394
chr	NC_002946.2	1357719	1358300	+	3281256	-	NGO1395	YP_208455.1	193	-	peptidase
chr	NC_002946.2	1358282	1360090	+	3281269	-	NGO1396	YP_208456.1	602	-	electron transfer flavoprotein-ubiquinone oxidoreductase
chr	NC_002946.2	1360224	1360718	-	3281172	-	NGO1397	YP_208457.1	164	-	dissimilatory nitrous oxide reduction protein
chr	NC_002946.2	1360715	1361545	-	3281237	-	NGO1398	YP_208458.1	276	-	membrane protein
chr	NC_002946.2	1361542	1362468	-	3281242	-	NGO1399	YP_208459.1	308	-	ABC transporter ATP-binding protein
chr	NC_002946.2	1368673	1369920	-	3281230	hemA	NGO1403	YP_208460.1	415	-	glutamyl-tRNA reductase
